7.32,,10.956,,3.636,0.496721311
4.95,,6.43,,1.48,0.298989899
34,,25.23666667,,8.763333333,0.257745098
10.7,,12.014,,1.314,0.122803738
19.23,,14.876,,4.354,0.226417057
11.4,,12.89533333,,1.495333333,0.131169591
18,,16.89373333,,1.106266667,0.061459259
35.5,,28.85,,6.65,0.187323944
6.86,,7.026666667,,0.166666667,0.024295432
7.35,,6.5954,,0.7546,0.102666667
40,39.92933333,,,,0.1909592
18.2,29.206,,,,
112,71.40666667,,,,
6.4,7.866066667,,,,
22.5,20.30666667,,,,
8.67,12.162,,,,
6.81,8.394066667,,,,
24,18.618,,,,
6.54,6.576,,,,
14.37,15.39266667,,,,
8,7.500666667,,,,
8.3,7.814333333,,,,
18.1,16.21333333,,,,
7.6,8.157333333,,,,
14.2,14.40666667,,,,
4.5,4.913333333,,,,
20,16.348,,,,
16.2,13.78,,,,
7.5,14.69333333,,,,
16,17.38666667,,,,
33,25.63666667,,,,
3.385,4.2742,,,,
4.15,6.429,,,,
11.3,17.39,,,,
7.48,7.717333333,,,,
9.02,7.924666667,,,,
7.76,9.553333333,,,,
6.2,6.365666667,,,,
4.7,7.7904,,,,
18.4,18.26,,,,
5.3,5.963333333,,,,
5.73,7.978666667,,,,
5,16.85733333,,,,
3.36,8.206666667,,,,
6.53,12.14733333,,,,
3.68,5.062666667,,,,
13,14.68373333,,,,
6.5,22.218,,,,
7.5,10.66666667,,,,
6.59,7.015333333,,,,
6.15,4.404666667,,,,
4.96,5.316666667,,,,
2.468,2.5736,,,,
5.1,5.502,,,,
5.9,7.383333333,,,,
7.3,6.544,,,,
6.05,5.832133333,,,,
3.76,7.826666667,,,,
10,10.458,,,,
4.37,5.156,,,,
7.75,7.204,,,,
7.9,7.213333333,,,,
6.4,6.121333333,,,,
4.426,14.30053333,,,,
3.16,4.384,,,,
4.9,11.30133333,,,,
2.7,2.708,,,,
1.96,7.538666667,,,,
3.8,4.129866667,,,,
7.39,13.02066667,,,,
43.9,39.80866667,,,,
40.6,33.97,,,,
12,9.237333333,,,,
2.95,2.932066667,,,,
4.95,5.801333333,,,,
79,61.10133333,,,,
55.5,50.19333333,,,,
2.33,2.472533333,,,,
4.8,6.253333333,,,,
1.73,4.723933333,,,,
33,24.04333333,,,,
36.4,29.01133333,,,,
7.73,11.644,,,,
12.1,10.687,,,,
4.8,8.211333333,,,,
3.31,7.735,,,,
1.921,3.979133333,,,,
5.2,6.020333333,,,,
5.755,5.72,,,,
5.75,6.333333333,,,,
22,16.022,,,,
5.6,6.935333333,,,,
9,19.83466667,,,,
4.5,13.13666667,,,,
6.6,7.966,,,,
9.1,9.497333333,,,,
6.32,15.59133333,,,,
8.53,13.16866667,,,,
7.7,20.43066667,,,,
9.4,23.23866667,,,,
